Gender,Gender Code,Single-Year Ages Code,Cause of death,Race,Place of Death,Deaths
Male,M,22,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Black or African American,Other,1
Male,M,22,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Medical Facility - Inpatient,1
Male,M,22,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Decedent's home,1
Male,M,22,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Medical Facility - Inpatient,1
Male,M,23,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Decedent's home,1
Male,M,23,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Asian or Pacific Islander,Other,1
Male,M,23,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Black or African American,Other,1
Male,M,23,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Medical Facility - Outpatient or ER,1
Male,M,23,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Medical Facility - Inpatient,1
Male,M,23,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Medical Facility - Outpatient or ER,1
Male,M,23,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Medical Facility - Inpatient,1
Male,M,23,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Decedent's home,1
Male,M,24,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Medical Facility - Outpatient or ER,1
Male,M,24,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Black or African American,Decedent's home,1
Male,M,24,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Black or African American,Other,1
Male,M,24,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Medical Facility - Inpatient,1
Male,M,24,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Other,1
Male,M,24,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Medical Facility - Inpatient,1
Male,M,24,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Other,1
Male,M,25,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Medical Facility - Outpatient or ER,1
Male,M,25,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Other,1
Male,M,25,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Medical Facility - Inpatient,1
Male,M,25,Intentional self-harm by handgun discharge,Black or African American,Medical Facility - Inpatient,1
Male,M,25,Intentional self-harm by handgun discharge,Black or African American,Medical Facility - Outpatient or ER,1
Male,M,25,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Asian or Pacific Islander,Decedent's home,1
Male,M,25,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Asian or Pacific Islander,Other,1
Male,M,25,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Black or African American,Decedent's home,1
Male,M,25,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Medical Facility - Dead on Arrival,1
Male,M,25,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Dead on Arrival,1
Male,M,26,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Medical Facility - Outpatient or ER,1
Male,M,26,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Other,1
Male,M,26,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Other,1
Male,M,26,Intentional self-harm by handgun discharge,Black or African American,Medical Facility - Inpatient,1
Male,M,26,"Intentional self-harm by rifle, shotgun and larger firearm discharge",American Indian or Alaska Native,Decedent's home,1
Male,M,26,"Intentional self-harm by rifle, shotgun and larger firearm discharge",American Indian or Alaska Native,Other,1
Male,M,26,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Asian or Pacific Islander,Medical Facility - Outpatient or ER,1
Male,M,26,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Asian or Pacific Islander,Other,1
Male,M,26,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Medical Facility - Inpatient,1
Male,M,26,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Medical Facility - Inpatient,1
Male,M,26,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Medical Facility - Inpatient,1
Male,M,26,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Decedent's home,1
Male,M,26,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Outpatient or ER,1
Male,M,27,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Other,1
Male,M,27,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Decedent's home,1
Male,M,27,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Other,1
Male,M,27,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Asian or Pacific Islander,Decedent's home,1
Male,M,27,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Medical Facility - Outpatient or ER,1
Male,M,27,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Medical Facility - Outpatient or ER,1
Male,M,27,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Medical Facility - Outpatient or ER,1
Male,M,27,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Other,1
Male,M,27,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Dead on Arrival,1
Male,M,27,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Dead on Arrival,1
Male,M,28,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Decedent's home,1
Male,M,28,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Other,1
Male,M,28,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Medical Facility - Inpatient,1
Male,M,28,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Decedent's home,1
Male,M,28,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Other,1
Male,M,28,Intentional self-harm by handgun discharge,Black or African American,Medical Facility - Outpatient or ER,1
Male,M,28,"Intentional self-harm by rifle, shotgun and larger firearm discharge",American Indian or Alaska Native,Decedent's home,1
Male,M,28,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Asian or Pacific Islander,Decedent's home,1
Male,M,28,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Medical Facility - Inpatient,1
Male,M,28,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Medical Facility - Dead on Arrival,1
Male,M,28,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Medical Facility - Inpatient,1
Male,M,28,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Decedent's home,1
Male,M,28,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Medical Facility - Outpatient or ER,1
Male,M,28,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Other,1
Male,M,28,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Inpatient,1
Male,M,28,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Dead on Arrival,1
Male,M,29,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Decedent's home,1
Male,M,29,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Other,1
Male,M,29,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Other,1
Male,M,29,Intentional self-harm by handgun discharge,Black or African American,Medical Facility - Outpatient or ER,1
Male,M,29,Intentional self-harm by handgun discharge,White,Medical Facility - Dead on Arrival,1
Male,M,29,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Black or African American,Decedent's home,1
Male,M,29,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Black or African American,Other,1
Male,M,29,"Intentional self-harm by rifle, shotgun and larger firearm discharge",White,Medical Facility - Inpatient,1
Male,M,29,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Other,1
Male,M,29,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Medical Facility - Outpatient or ER,1
Male,M,29,Intentional self-harm by other and unspecified firearm discharge,Asian or Pacific Islander,Decedent's home,1
Male,M,29,Intentional self-harm by other and unspecified firearm discharge,White,Medical Facility - Dead on Arrival,1
Male,M,29,Intentional self-harm by other and unspecified firearm discharge,White,Place of death unknown,1
Male,M,30,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Decedent's home,1
Male,M,30,Intentional self-harm by handgun discharge,Black or African American,Medical Facility - Outpatient or ER,1
Male,M,30,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Asian or Pacific Islander,Decedent's home,1
Male,M,30,Intentional self-harm by other and unspecified firearm discharge,American Indian or Alaska Native,Other,1
Male,M,30,Intentional self-harm by other and unspecified firearm discharge,Black or African American,Medical Facility - Dead on Arrival,1
Male,M,31,Intentional self-harm by handgun discharge,American Indian or Alaska Native,Decedent's home,1
Male,M,31,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Medical Facility - Inpatient,1
Male,M,31,Intentional self-harm by handgun discharge,Asian or Pacific Islander,Other,1
Male,M,31,Intentional self-harm by handgun discharge,Black or African American,Medical Facility - Inpatient,1
Male,M,31,Intentional self-harm by handgun discharge,Black or African American,Medical Facility - Outpatient or ER,1
Male,M,31,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Asian or Pacific Islander,Other,1
